user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood
525,2023-01-01,11702,3738.92,13,1123,5.4,71,Cycling,Snow,Park,Stressed
336,2023-01-01,17742,2362.89,3.07,743,6.8,175,Running,Rain,Gym,Neutral
487,2023-01-01,16141,3160.77,4.52,807,3.3,97,Walking,Rain,Other,Tired
389,2023-01-01,16260,1622.98,19.07,1128,3.3,112,"Gym Workout",Rain,Home,Happy
619,2023-01-01,1227,2795.25,17.71,762,9.3,110,Walking,Rain,Home,Stressed
185,2023-01-01,2830,1770.92,2.22,243,8.6,86,None,Clear,Other,Stressed
402,2023-01-01,6716,2856.75,9.03,621,10.5,90,"Gym Workout",Rain,Park,Tired
421,2023-01-01,1506,1700.53,1.39,2,5.6,144,Yoga,Clear,Home,Stressed
698,2023-01-01,12900,3796,19.27,1180,2.9,73,Yoga,Rain,Park,Happy
114,2023-01-01,27029,3410.52,12.32,720,1.7,164,Walking,Snow,Park,Tired
764,2023-01-01,3744,2064.09,17.53,834,2.6,170,None,Snow,Home,Happy
815,2023-01-01,1953,3297.57,5.12,1378,4.1,155,Yoga,Snow,Gym,Happy
976,2023-01-01,630,2070.36,1.26,561,11.8,145,Yoga,Rain,Park,Stressed
228,2023-01-01,3943,3130.3,14.4,958,5.4,63,Cycling,Fog,Office,Neutral
799,2023-01-01,9961,1821.21,5.91,544,10.2,80,Running,Fog,Gym,Happy
396,2023-01-01,1570,2486.28,19.56,291,5.4,82,Yoga,Fog,Other,Happy
791,2023-01-01,25590,3294.91,8.28,1288,1.7,71,Swimming,Snow,Office,Neutral
465,2023-01-01,29226,3584.67,7.55,1238,10.8,99,Cycling,Snow,Home,Neutral
398,2023-01-01,18184,3066.05,6.49,1057,3.2,176,Yoga,Clear,Office,Neutral
527,2023-01-01,26715,1969.23,17.25,552,5.1,136,Yoga,Snow,Other,Neutral
431,2023-01-01,18418,3090.43,14.16,55,3.7,99,None,Clear,Park,Stressed
220,2023-01-01,17877,2384.13,13.81,1426,10.9,82,Running,Snow,Home,Tired
496,2023-01-01,27637,1522.31,5.11,929,0.7,119,Walking,Snow,Park,Neutral
819,2023-01-01,4488,2726.69,18.94,437,2.1,86,Running,Clear,Park,Stressed
66,2023-01-01,19824,2900.22,16.12,1372,10.5,176,"Gym Workout",Clear,Park,Neutral
808,2023-01-01,7665,2784.92,13.07,437,3.6,132,Yoga,Fog,Other,Stressed
32,2023-01-01,16789,3878.62,13.99,1148,3.2,137,Swimming,Rain,Other,Tired
350,2023-01-01,28770,2025.87,0.58,944,10.5,75,Yoga,Clear,Home,Happy
439,2023-01-01,29382,1667.48,2.94,1164,9.9,96,Yoga,Snow,Other,Happy
361,2023-01-01,26009,2860.02,8,222,11.9,71,"Gym Workout",Rain,Office,Neutral
544,2023-01-01,7703,2594.67,16,861,0.9,101,Cycling,Clear,Park,Happy
702,2023-01-01,2025,2030.36,1.48,55,6.3,78,Running,Clear,Office,Neutral
617,2023-01-01,4508,3971.52,7.3,531,10.8,135,"Gym Workout",Fog,Park,Neutral
374,2023-01-01,15187,2121.9,5.82,857,7.2,153,Running,Snow,Park,Stressed
675,2023-01-01,3838,3074.31,19.6,69,2.2,92,Cycling,Clear,Office,Happy
403,2023-01-01,6543,2785.39,4.1,5,11.1,145,"Gym Workout",Rain,Home,Neutral
863,2023-01-01,21167,2117.49,7.3,1379,2.5,136,Running,Rain,Home,Neutral
89,2023-01-01,28992,2331.85,0.78,656,4.6,160,Running,Snow,Office,Happy
916,2023-01-01,12607,2211.29,12.04,729,6.7,124,None,Snow,Gym,Tired
820,2023-01-01,18921,3765.99,15.6,521,6.2,78,None,Fog,Other,Neutral
980,2023-01-01,21781,3487.84,17.44,950,11.7,124,Running,Clear,Gym,Stressed
756,2023-01-01,283,1564.66,14.47,118,2,61,Swimming,Rain,Park,Tired
845,2023-01-01,9244,3914.65,13.65,930,2.5,143,Yoga,Snow,Park,Stressed
540,2023-01-01,17372,2963.34,18.92,623,0,133,Yoga,Snow,Other,Stressed
373,2023-01-01,8779,1639.71,9.39,597,2.5,61,Running,Snow,Gym,Tired
702,2023-01-01,16482,3689.2,5.32,111,5.1,66,None,Rain,Gym,Neutral
780,2023-01-01,11905,1527.24,11.77,11,7.4,99,Running,Fog,Gym,Neutral
694,2023-01-01,12755,3868.94,16.67,216,10.6,120,Running,Clear,Other,Happy
305,2023-01-01,15483,1527.78,3.04,840,4.1,156,Cycling,Snow,Park,Tired
890,2023-01-01,18662,1849.02,11.21,912,4.6,153,Swimming,Clear,Home,Neutral
154,2023-01-01,4327,2027.53,1.8,724,4,108,Running,Snow,Other,Neutral
56,2023-01-01,13112,2200.05,10.81,410,3.7,96,None,Fog,Other,Neutral
792,2023-01-01,1697,3052.02,18.48,108,1,109,Swimming,Fog,Park,Stressed
654,2023-01-01,9039,3321.63,14.85,1389,2.3,79,Running,Clear,Park,Happy
875,2023-01-01,9759,2626.93,9.54,15,5.1,173,None,Clear,Home,Tired
103,2023-01-01,9429,2506.71,7.37,1031,10.7,127,"Gym Workout",Clear,Gym,Happy
540,2023-01-01,26541,2309.29,10.82,287,4.9,163,Running,Snow,Gym,Neutral
328,2023-01-01,19688,1718.51,4.26,572,8.4,118,Running,Rain,Office,Neutral
780,2023-01-01,27282,2551.21,16.95,2,2.4,160,Running,Fog,Park,Happy
106,2023-01-01,13531,2544.77,19.16,898,2.7,140,None,Clear,Office,Happy
845,2023-01-01,11613,2419.03,0.02,994,1.3,74,"Gym Workout",Fog,Park,Stressed
123,2023-01-01,6011,1637.41,2.12,229,10.7,162,Walking,Rain,Gym,Tired
306,2023-01-01,19882,3456.29,7.34,381,10.8,140,Yoga,Fog,Office,Neutral
877,2023-01-01,8512,3071.17,14.82,1327,7,110,None,Rain,Home,Happy
78,2023-01-01,24683,3490.43,16.16,562,10.4,137,Swimming,Clear,Home,Stressed
166,2023-01-01,13704,3633.13,13.21,891,11.3,78,"Gym Workout",Rain,Home,Tired
918,2023-01-01,15267,3937.38,3.28,565,11.1,137,"Gym Workout",Fog,Office,Neutral
589,2023-01-01,14146,3556.99,3.77,1142,10.8,157,Yoga,Fog,Other,Stressed
393,2023-01-01,21796,3438.34,5.34,685,7.1,74,Yoga,Snow,Home,Happy
551,2023-01-01,22457,2120.67,14.83,1042,9.1,80,Yoga,Snow,Park,Neutral
36,2023-01-01,24966,3639.12,8.86,10,6.7,146,Yoga,Snow,Gym,Neutral
944,2023-01-01,27731,3263.81,8.28,71,2.1,166,Running,Fog,Gym,Happy
38,2023-01-01,14195,3827.55,15.98,994,11.8,69,Running,Fog,Other,Stressed
156,2023-01-01,12755,3410.29,10.98,154,2.8,107,Yoga,Clear,Home,Happy
999,2023-01-01,6631,1823.08,2.2,1201,9,156,Walking,Fog,Office,Tired
952,2023-01-01,20901,1638.19,13.12,64,8.8,99,Running,Rain,Home,Neutral
76,2023-01-01,13512,2354.89,8.49,185,0.2,79,Swimming,Snow,Park,Happy
682,2023-01-01,15808,1930,13.54,397,4.4,161,Yoga,Snow,Home,Happy
160,2023-01-01,28724,2739.33,7.06,552,0.6,116,None,Clear,Gym,Stressed
809,2023-01-01,7800,2354.67,17.6,1140,10.6,170,None,Rain,Office,Neutral
16,2023-01-01,15059,3764.37,14.08,78,6.2,74,"Gym Workout",Snow,Park,Stressed
291,2023-01-01,13021,3856.96,14.74,1402,6.7,80,None,Snow,Office,Tired
166,2023-01-01,9941,3229.6,10.58,858,0.5,75,Cycling,Rain,Other,Happy
581,2023-01-01,18270,2481.86,13.92,466,4.5,167,Running,Clear,Office,Tired
723,2023-01-01,12474,3306.19,9.18,282,11.9,132,"Gym Workout",Snow,Home,Happy
780,2023-01-01,7957,3867.62,15.27,1134,1.6,108,Walking,Rain,Park,Happy
159,2023-01-01,26986,2367.8,11.6,878,9.3,115,"Gym Workout",Rain,Home,Tired
537,2023-01-01,101,3291.66,7.24,944,4.3,81,Walking,Clear,Home,Tired
933,2023-01-01,17446,2324.51,8.49,943,1.6,81,None,Fog,Gym,Neutral
430,2023-01-01,10399,2371.46,17.77,384,0.3,111,Cycling,Clear,Home,Tired
167,2023-01-01,21711,3334.28,12.03,260,5,62,None,Snow,Other,Stressed
750,2023-01-01,6738,2704.09,2.87,0,0.6,108,Cycling,Fog,Home,Stressed
839,2023-01-01,16928,2455.45,14.88,929,0.5,90,Walking,Rain,Home,Tired
118,2023-01-01,995,2254.38,14.08,582,4.7,95,"Gym Workout",Clear,Park,Neutral
35,2023-01-01,27404,2593.76,12.73,891,0.7,146,Yoga,Fog,Office,Tired
174,2023-01-01,9811,3593.41,13.65,438,6.7,135,Cycling,Clear,Gym,Stressed
922,2023-01-01,264,3627.15,8.14,1294,5.4,104,Swimming,Fog,Other,Happy
577,2023-01-01,2666,1808.78,6.05,142,1,87,Swimming,Rain,Gym,Tired
701,2023-01-01,9195,3728.46,7.28,726,0.6,167,Walking,Clear,Office,Neutral
302,2023-01-01,15677,3140.76,4.49,936,7.4,175,None,Snow,Home,Neutral
40,2023-01-01,7389,1852.74,2.49,1386,4.8,152,Swimming,Snow,Office,Tired
415,2023-01-01,21485,2239.33,0.11,454,9.1,109,Yoga,Rain,Gym,Neutral
304,2023-01-01,14584,1711.32,1.61,246,8.1,179,None,Fog,Home,Happy
774,2023-01-01,10838,1677,12.15,1178,11.4,89,None,Snow,Park,Stressed
911,2023-01-01,3752,3461.76,5.47,878,7.6,123,Cycling,Clear,Park,Tired
908,2023-01-01,28082,2250.82,19.68,413,1.6,171,Cycling,Rain,Other,Happy
551,2023-01-01,15742,3194.14,19.2,797,6.8,179,Yoga,Fog,Home,Stressed
112,2023-01-01,11642,3731.86,13.12,287,2.4,71,Swimming,Snow,Home,Happy
418,2023-01-01,15504,2397.51,13.31,1258,3.8,126,Walking,Snow,Park,Happy
834,2023-01-01,29748,2373.46,14.65,96,9,150,Walking,Rain,Home,Happy
156,2023-01-01,19436,3707.55,2.9,1333,4.1,157,Running,Rain,Home,Stressed
669,2023-01-01,18618,3766.24,6.13,334,7,72,Yoga,Clear,Gym,Tired
670,2023-01-01,11274,2684.03,4.81,794,0.4,152,Walking,Rain,Gym,Neutral
98,2023-01-01,14857,3712.06,1.5,77,5,89,Swimming,Fog,Home,Neutral
387,2023-01-01,22971,1859.25,17.29,1103,6.7,165,Swimming,Snow,Park,Neutral
687,2023-01-01,10996,1837.15,14.05,842,5.4,123,None,Snow,Gym,Happy
650,2023-01-01,22701,3425.5,11.83,155,2.6,125,Cycling,Fog,Home,Neutral
944,2023-01-01,5305,1651.34,2.32,505,5.1,149,None,Clear,Office,Neutral
4,2023-01-01,8836,2552.74,7.35,1436,7.8,127,Yoga,Fog,Gym,Stressed
389,2023-01-01,13373,3756.83,17.98,186,5.4,89,Running,Clear,Office,Stressed
962,2023-01-01,6234,3815.08,17.8,973,4.2,113,Swimming,Clear,Home,Stressed
91,2023-01-01,15387,1942.64,1.61,1010,4.9,168,Swimming,Fog,Other,Happy
559,2023-01-01,18453,3780.12,7.02,306,9.7,65,Running,Rain,Park,Stressed
975,2023-01-01,2370,2951.96,17.39,669,9.5,162,Cycling,Snow,Home,Tired
818,2023-01-01,18497,1540.22,7.72,508,1.9,173,Cycling,Rain,Home,Neutral
380,2023-01-01,13145,3184.77,0.45,712,9.4,141,Swimming,Snow,Other,Tired
446,2023-01-01,29695,3585.04,16.63,1154,8.5,119,Cycling,Rain,Gym,Stressed
728,2023-01-01,8019,2108.99,13.12,1231,11,165,Yoga,Fog,Home,Tired
361,2023-01-01,17567,3852.4,15.2,418,2,90,Cycling,Rain,Park,Neutral
944,2023-01-01,20566,3512.53,9.41,165,1.5,95,None,Snow,Other,Happy
562,2023-01-01,18857,3495.82,2.97,1035,8,136,None,Rain,Other,Stressed
431,2023-01-01,8328,1834.59,2.67,590,5.2,60,Yoga,Clear,Park,Tired
715,2023-01-01,28777,3425.53,3.77,243,6.2,105,Swimming,Clear,Home,Stressed
762,2023-01-01,24470,2253.18,12.13,1283,0.3,148,Yoga,Fog,Office,Stressed
862,2023-01-01,20040,2919.5,8.03,1213,9.2,85,Yoga,Clear,Home,Tired
9,2023-01-01,12645,3748.22,7.5,478,11.3,93,Swimming,Rain,Gym,Happy
553,2023-01-01,28089,1513.18,12.99,399,6.2,88,Cycling,Fog,Park,Happy
820,2023-01-01,8581,1590.18,5.95,1235,7.3,147,Swimming,Clear,Park,Neutral
497,2023-01-01,15043,2829.44,18.68,1005,7.3,148,Running,Rain,Gym,Stressed
515,2023-01-01,26890,3555.13,0.51,1055,5.1,113,Running,Rain,Home,Tired
329,2023-01-01,9056,1510.69,16.43,1067,2.9,99,None,Fog,Park,Neutral
250,2023-01-01,14404,2735.51,5.37,543,11.9,169,Running,Rain,Home,Neutral
821,2023-01-01,21555,2908.23,14.6,429,5.6,147,Running,Fog,Home,Tired
683,2023-01-01,15685,3482.84,6.11,537,5.3,139,Running,Snow,Office,Stressed
914,2023-01-01,631,2439.23,4.98,643,7,131,Swimming,Rain,Home,Stressed
260,2023-01-01,22492,3122.43,3.54,414,6,151,Walking,Fog,Office,Neutral
806,2023-01-01,7964,2617.37,11.75,284,8.7,124,Swimming,Snow,Office,Tired
153,2023-01-01,15751,2327.71,16.56,36,0.4,77,Cycling,Fog,Other,Neutral
275,2023-01-01,18714,3763.62,1.28,763,7.2,91,Yoga,Rain,Park,Tired
268,2023-01-01,662,3372.32,8.24,483,5.7,176,Swimming,Rain,Gym,Tired
490,2023-01-01,16246,1585.62,15.3,1168,0.7,92,Swimming,Clear,Home,Stressed
632,2023-01-01,21907,3383.35,14.5,514,2.3,132,Walking,Snow,Other,Happy
349,2023-01-01,11367,3851.33,17.53,238,7.1,161,"Gym Workout",Fog,Home,Tired
577,2023-01-01,5982,2075.24,16.6,903,9.1,80,None,Rain,Office,Tired
467,2023-01-01,14970,3539.39,10.23,905,5.6,177,None,Snow,Other,Happy
386,2023-01-01,5928,2697.03,13.23,1213,11.8,178,Cycling,Clear,Home,Stressed
740,2023-01-01,26282,3583.07,5.99,773,9.9,122,"Gym Workout",Clear,Gym,Happy
97,2023-01-01,12215,3342.83,6.27,281,2.4,117,Swimming,Clear,Park,Neutral
216,2023-01-01,12007,2625.28,1.04,406,9.2,137,Swimming,Snow,Office,Happy
74,2023-01-01,15310,2914.83,8.11,117,8.9,141,Running,Clear,Other,Stressed
656,2023-01-01,14199,1523.84,4.24,788,0.5,177,Yoga,Snow,Gym,Neutral
440,2023-01-01,17064,2588.49,6.31,1287,5.7,158,Walking,Clear,Gym,Neutral
653,2023-01-01,19017,2376.34,5.68,1249,11.8,116,"Gym Workout",Fog,Home,Tired
985,2023-01-01,16385,3472.38,9,624,5.3,167,None,Rain,Other,Happy
828,2023-01-01,18750,1560.43,13.07,217,2.3,104,Swimming,Fog,Home,Stressed
131,2023-01-01,1913,2919.13,14.32,975,9.5,142,"Gym Workout",Fog,Office,Neutral
686,2023-01-01,10753,1642.29,6.46,372,7.9,119,Walking,Clear,Gym,Tired
751,2023-01-01,20107,2658.63,11.25,581,7.5,63,Walking,Snow,Office,Happy
869,2023-01-01,27655,3837.27,0.02,463,10.4,178,Yoga,Fog,Park,Happy
921,2023-01-01,10056,1837.53,4.96,326,9.7,98,Running,Snow,Gym,Happy
627,2023-01-01,20580,2587.76,7.34,169,9,103,Yoga,Snow,Gym,Stressed
277,2023-01-01,27002,1869.59,17.91,1308,9.9,117,None,Clear,Park,Neutral
357,2023-01-01,10648,2263.89,12.42,847,6.6,102,Running,Rain,Gym,Happy
308,2023-01-01,13511,3961.31,18.65,1118,8.1,113,Yoga,Snow,Park,Neutral
379,2023-01-01,20321,3319.46,1.93,1020,4.2,132,None,Rain,Other,Neutral
445,2023-01-01,10941,1701.2,17.06,564,7,82,"Gym Workout",Rain,Office,Tired
826,2023-01-01,9177,3699.13,16.12,47,6.8,161,Running,Clear,Gym,Happy
635,2023-01-01,8728,2510.93,1.66,745,6.5,112,Cycling,Rain,Park,Stressed
78,2023-01-01,25501,3791.48,2.99,1349,4.7,108,Walking,Rain,Gym,Happy
220,2023-01-01,19462,1568.86,13.62,617,5,97,Swimming,Rain,Home,Neutral
678,2023-01-01,7497,3375.48,14.76,581,1.8,65,Running,Clear,Other,Neutral
168,2023-01-01,26354,3410.67,5.11,222,2.1,153,None,Clear,Home,Tired
29,2023-01-01,3519,2196.16,17.03,174,6.2,155,"Gym Workout",Rain,Park,Neutral
964,2023-01-01,2235,2302.55,7.79,757,1,84,Swimming,Clear,Park,Tired
751,2023-01-01,931,2568.15,3.92,1360,9.2,88,Yoga,Clear,Home,Neutral
487,2023-01-01,10341,2264.78,13.5,1248,11.7,178,Walking,Rain,Gym,Neutral
69,2023-01-01,3193,3284.31,7.14,488,1,76,Yoga,Clear,Home,Stressed
823,2023-01-01,7759,2227.77,16.83,981,6.6,76,None,Snow,Office,Neutral
975,2023-01-01,22002,3412.73,12.66,1310,11.9,169,Running,Fog,Gym,Tired
902,2023-01-01,27147,2507.19,4.89,668,4.8,74,Walking,Fog,Other,Happy
385,2023-01-01,6636,3746.27,10.37,254,9.8,80,None,Fog,Home,Happy
644,2023-01-01,18214,3608.03,9.24,591,10.9,94,Cycling,Snow,Home,Tired
83,2023-01-01,24079,1520.11,14.46,590,5.1,61,Swimming,Snow,Park,Happy
677,2023-01-01,25799,3664.17,5.02,1148,10.6,79,Walking,Fog,Office,Happy
493,2023-01-01,1630,3307.03,5.77,21,3.9,120,Cycling,Clear,Home,Tired
880,2023-01-01,20028,2786.56,11.81,91,1.6,71,Cycling,Clear,Other,Happy
713,2023-01-01,9102,2392.66,9.05,1425,7.9,125,Walking,Snow,Park,Happy
189,2023-01-01,23655,3634.3,2.33,890,6.3,154,Walking,Snow,Park,Tired
740,2023-01-01,1222,3103.78,10.5,141,9.2,63,None,Rain,Other,Happy
900,2023-01-01,14200,3578.62,10.61,800,6.5,157,None,Snow,Park,Tired
188,2023-01-01,3627,2620.5,4.8,1288,6.4,120,Cycling,Clear,Home,Happy
29,2023-01-01,13896,2454.06,19.7,346,4.1,106,Walking,Fog,Home,Neutral
839,2023-01-01,27425,2419.13,10.22,1365,3.6,132,Yoga,Rain,Gym,Neutral
767,2023-01-01,2493,3018.51,19.42,1196,6.2,142,None,Rain,Park,Tired
936,2023-01-01,7899,3331.06,12.03,618,6.8,153,Cycling,Snow,Gym,Stressed
183,2023-01-01,12368,2490.77,16.51,58,7.5,112,Walking,Fog,Park,Stressed
318,2023-01-01,15019,3593.78,14.62,1126,2.4,133,"Gym Workout",Clear,Park,Stressed
924,2023-01-01,29038,3676,12.17,773,5,63,Swimming,Fog,Office,Stressed
542,2023-01-01,9326,1976.22,4.17,520,10.7,124,"Gym Workout",Fog,Home,Stressed
578,2023-01-01,20860,3673.68,8.98,775,3.3,124,Cycling,Fog,Park,Happy
227,2023-01-01,8161,3465.16,16.64,881,9.5,85,"Gym Workout",Rain,Office,Tired
446,2023-01-01,28214,2914.26,3.86,1004,1.7,86,Walking,Snow,Home,Happy
178,2023-01-01,6593,2992.29,4.46,303,3,163,"Gym Workout",Rain,Gym,Neutral
664,2023-01-01,6410,3298.22,4.93,197,1.1,84,None,Snow,Other,Happy
303,2023-01-01,20881,2841.15,8.81,989,3.4,179,"Gym Workout",Clear,Home,Stressed
975,2023-01-01,11813,2200.34,9.67,306,0.8,86,"Gym Workout",Clear,Park,Happy
350,2023-01-01,27365,2866.86,15.37,472,4,61,Walking,Fog,Gym,Stressed
589,2023-01-01,17808,2941.04,1.86,1264,7,91,Swimming,Rain,Other,Tired
285,2023-01-01,18487,2101.09,13.78,1131,6.1,120,Yoga,Rain,Home,Neutral
287,2023-01-01,4515,2809.91,12.13,1237,9.8,129,"Gym Workout",Rain,Office,Stressed
44,2023-01-01,21507,3381.95,11.03,1016,6.4,83,Running,Fog,Home,Neutral
768,2023-01-01,17776,2226.37,0.71,973,2.5,143,Cycling,Snow,Office,Stressed
505,2023-01-01,17701,2490.1,16.39,377,0.9,178,Walking,Fog,Other,Tired
370,2023-01-01,5105,3004.68,15.53,677,2.7,159,None,Clear,Office,Tired
346,2023-01-01,17629,2581.71,17.19,743,9.8,177,None,Clear,Park,Tired
217,2023-01-01,21470,2661.92,17.64,421,5.2,126,Yoga,Rain,Gym,Tired
483,2023-01-01,15229,3238.96,19.41,1072,11.1,143,Cycling,Rain,Gym,Neutral
409,2023-01-01,1053,2586.1,8.24,1047,1.1,177,Swimming,Rain,Home,Happy
163,2023-01-01,8813,2052.88,14.83,473,5.8,100,Walking,Clear,Gym,Tired
500,2023-01-01,1457,3137.66,9.11,1136,7.8,96,Running,Fog,Gym,Happy
34,2023-01-01,18579,3960.32,15.86,711,2.4,107,None,Fog,Other,Neutral
548,2023-01-01,10594,3657.46,0.68,1045,1.7,74,Cycling,Clear,Park,Happy
723,2023-01-01,24135,2993.72,4.37,897,2,77,Walking,Snow,Park,Stressed
590,2023-01-01,20738,2231.11,14.51,3,3.5,69,Cycling,Fog,Park,Tired
844,2023-01-01,9346,2132.36,9.95,1284,0.5,107,Running,Rain,Home,Neutral
314,2023-01-01,10569,1998.48,15.89,340,6.2,145,None,Rain,Gym,Tired
264,2023-01-01,29360,1567.14,16.95,816,11.4,80,Swimming,Snow,Other,Happy
839,2023-01-01,6422,3019.5,9.76,1296,3.7,128,None,Rain,Office,Tired
272,2023-01-01,3070,2876.91,12.97,1119,9,65,"Gym Workout",Rain,Other,Tired
441,2023-01-01,19948,3447.28,11.97,155,1.7,163,None,Rain,Park,Tired
369,2023-01-01,5754,3570.14,14.7,578,2.6,128,Running,Clear,Park,Neutral
680,2023-01-01,16365,3859.1,1.31,137,11.7,62,None,Clear,Office,Neutral
577,2023-01-01,3015,3526.01,2.17,874,10.7,145,Running,Fog,Home,Stressed
672,2023-01-01,21424,2943.52,3.72,660,0.9,159,Walking,Snow,Home,Stressed
612,2023-01-01,20635,1858.48,10.87,1345,9.7,155,Running,Fog,Park,Tired
929,2023-01-01,25669,3804.18,14.13,754,3.2,168,Cycling,Snow,Home,Tired
440,2023-01-01,18487,2209,17.96,780,8.3,130,Walking,Rain,Park,Tired
743,2023-01-01,3069,2917.91,14.86,1070,7.8,171,Swimming,Snow,Gym,Neutral
414,2023-01-01,18724,3404.98,0.93,571,2.2,156,Swimming,Clear,Home,Tired
775,2023-01-01,1948,2490.6,15.82,1179,10.3,144,Cycling,Fog,Office,Stressed
185,2023-01-01,18622,2095.72,2.52,976,10.8,153,Yoga,Rain,Park,Happy
749,2023-01-01,22925,3196.12,18.35,444,10.1,114,Running,Snow,Office,Happy
420,2023-01-01,19503,3906.31,15.33,546,6.1,81,Cycling,Snow,Park,Neutral
304,2023-01-01,11300,3466.23,14.01,350,2.3,91,"Gym Workout",Fog,Other,Happy
175,2023-01-01,18504,3512.46,17.47,236,9.3,116,"Gym Workout",Snow,Home,Tired
450,2023-01-01,21869,3614.79,12.98,1351,5.8,77,Cycling,Fog,Home,Tired
871,2023-01-01,24460,3259.36,0.47,948,2.4,105,Yoga,Fog,Park,Stressed
919,2023-01-01,12534,3718.83,8.94,1138,8.1,155,"Gym Workout",Rain,Home,Happy
560,2023-01-01,20428,2573.6,2.9,1208,11.5,96,Swimming,Fog,Gym,Neutral
194,2023-01-01,22323,2183.48,6.86,396,4.9,105,Cycling,Clear,Other,Stressed
818,2023-01-01,23103,3580.39,14.01,122,0.2,62,Walking,Fog,Home,Happy
214,2023-01-01,6202,2484.79,18.6,359,7.9,75,Cycling,Fog,Office,Tired
647,2023-01-01,15963,2603.85,1.45,974,6.1,79,Yoga,Snow,Gym,Neutral
55,2023-01-01,27117,3505.95,13.32,47,8.4,84,Running,Rain,Gym,Tired
574,2023-01-01,12564,2872.47,10.33,551,8.8,93,Running,Rain,Other,Tired
97,2023-01-01,10026,3302.12,2.61,401,11.2,121,Running,Clear,Home,Happy
421,2023-01-01,6021,3271.1,9.95,1089,5.5,67,Yoga,Snow,Gym,Happy
498,2023-01-01,4228,3403.93,10.19,1188,6.7,82,Walking,Clear,Park,Neutral
143,2023-01-01,29749,3420.48,7.14,136,1.7,123,Cycling,Fog,Park,Happy
844,2023-01-01,28953,3932.75,18.09,317,11.3,131,Swimming,Fog,Other,Tired
861,2023-01-01,28608,3010.12,6.18,840,8.9,65,None,Fog,Other,Happy
758,2023-01-01,7460,3502.55,10.48,1157,10.7,141,Walking,Fog,Home,Tired
418,2023-01-01,29406,2571.79,0.75,1387,10.9,112,Cycling,Clear,Office,Happy
336,2023-01-01,13224,1626.29,13.02,894,3.2,87,Walking,Snow,Office,Happy
537,2023-01-01,25884,1796.98,12.62,997,3.6,167,"Gym Workout",Fog,Gym,Neutral
140,2023-01-01,28712,3650.21,7.14,124,7.1,124,Running,Rain,Office,Tired
429,2023-01-01,11294,2347.68,12.58,1399,2.3,109,"Gym Workout",Rain,Gym,Stressed
537,2023-01-01,3642,2398.26,16.99,107,9.9,77,Swimming,Clear,Office,Neutral
334,2023-01-01,5944,3084.98,6.88,1292,3.2,98,Swimming,Snow,Home,Stressed
448,2023-01-01,10725,1837.97,3.48,196,2.6,162,None,Rain,Gym,Neutral
725,2023-01-01,6205,2667.11,1.17,662,0.4,70,Cycling,Rain,Home,Happy
498,2023-01-01,12226,3572.24,14.69,340,8.2,175,"Gym Workout",Rain,Park,Happy
982,2023-01-01,2350,3679.45,7.78,714,2.5,103,Running,Rain,Home,Tired
688,2023-01-01,8400,2521.07,16.73,761,11.4,163,Cycling,Rain,Home,Stressed
252,2023-01-01,9731,3653.43,2.39,332,0,165,None,Rain,Other,Happy
740,2023-01-01,3774,3924.6,4.14,1191,7.6,128,None,Rain,Office,Neutral
158,2023-01-01,2570,3638.77,13.83,751,7,67,Swimming,Fog,Park,Stressed
977,2023-01-01,20764,2759.12,8.79,310,10.2,156,Yoga,Fog,Home,Stressed
231,2023-01-01,19468,3685.74,12.11,766,3.5,178,Swimming,Fog,Gym,Happy
768,2023-01-01,13651,3547.81,9.96,1257,3.8,175,None,Clear,Office,Stressed
472,2023-01-01,20134,3103.12,7.82,526,7.2,124,Running,Clear,Other,Tired
21,2023-01-01,1447,3887.93,10.39,630,3,143,Walking,Rain,Other,Happy
714,2023-01-01,14970,1926.36,2.24,350,9.1,153,Yoga,Rain,Home,Neutral
600,2023-01-01,27786,1815.44,16.26,449,2.8,155,"Gym Workout",Fog,Other,Happy
528,2023-01-01,15350,2132.47,3.03,1370,1.3,74,None,Fog,Gym,Tired
486,2023-01-01,10941,3537.82,17.44,456,11.5,138,Running,Rain,Gym,Happy
176,2023-01-01,22117,2357.28,8.52,1217,8.7,158,Cycling,Snow,Home,Happy
429,2023-01-01,28861,2715.44,7.53,703,2.2,64,None,Snow,Gym,Stressed
721,2023-01-01,16173,2978.81,10.86,588,11,77,"Gym Workout",Snow,Office,Stressed
369,2023-01-01,118,1687.03,15.6,1311,5.7,99,Swimming,Fog,Home,Happy
938,2023-01-01,448,1963.27,11.73,42,10.4,133,Swimming,Rain,Park,Stressed
442,2023-01-01,22833,3970.8,12.66,278,1.3,155,Running,Fog,Other,Happy
368,2023-01-01,17360,1524.8,12.82,430,11.8,122,Cycling,Rain,Home,Tired
30,2023-01-01,5284,2099.56,13.07,1195,0.9,139,Walking,Clear,Other,Stressed
786,2023-01-01,6479,2806.13,15.26,1089,0.6,105,Yoga,Clear,Office,Neutral
959,2023-01-01,6320,1502.64,19.19,1231,1.5,60,Walking,Fog,Gym,Neutral
945,2023-01-01,17739,2601.87,16.39,503,4.3,149,Cycling,Clear,Office,Neutral
969,2023-01-01,9763,2765.49,8.12,201,11.1,111,Walking,Snow,Home,Stressed
148,2023-01-01,3431,2342.5,11.49,426,3,62,None,Snow,Park,Stressed
